Headline,Label
TSA WILL ACCEPT DRIVERS PRIV CARDS FOR ID AT THE AIRPORT,1
Ilana Shafran Mandels stake in Forest City Enterprises constitutes significantly less than 1 percent of the companys shares and any implication of a conflict of interest is legally incorrect.,1
"When White House communications director Anita Dunn said that Mao Tse-tung was one of her favorite philosophers, only Fox News picked that up.",0
Says only about 250 Texans have been killed in action since 9/11.,0
Super Bowl L by everybodys estimation is a $500 million economic impact to the state of Florida.,0
"Last year, Beaverton School District had the highest number of homeless students ever recorded in Oregon.",0
The state budget has increased almost $800 million a year in each of the last two years.,1
"Says in this next biennium, the cost of primary and secondary education is going to increase by more that $1000 per student. Half of that $1000 $500 per student is accounted for by the increased cost of PERS alone.",1
"Ezekiel Emanuel, one of President Obama's key health care advisers, says medical care should be reserved for the nondisabled. So watch out if you're disabled.",0
On whether state employees should contribute to their pensions.,0
Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.,0
I didnt try to push a bill to reduce lottery scholarship proceeds for students.,0
"Several times, Obama has apologized for what he deems to be American arrogance, dismissiveness, and derision; for dictating solutions, for acting unilaterally ... .",0
I ended up my time as governor with a general fund budget that was smaller than the one I started with.,1
"When the national debt reaches $15 trillion, it means that U.S. debt-to-GDP ratio will reach 99.7 percent of our debt and this is $47,900 for every living American.",1
Most Americans are ready to put it [marijuana prohibition] behind us and move on.,1
I kicked crooked cops and government officials off the public pension rolls.,0
Repealing and replacing Obamacare thats going to save $1 trillion over a 10-year period.,0
The Georgia Legislatures last day of session ends at midnight.,0
A poll taken a few months ago found 70 percent approval or higher for the Act 10 collective bargaining law.,0
Unfortunately everyone needs to cut back in these tough economic times. Thats why I voted to cut my own pay along with the pay of our state employees.,0
More people now die in Wisconsin from drug overdoses than car crashes.,1
"Forcing Americans off of their current health coverage and onto a government-run plan isn't the answer, but that's exactly what the Democrats' plan would do.",0
"During the Monica Lewinsky scandal, the Clintons brought the Rev. Jeremiah Wright to the White House for ""spiritual counseling.""",0
"Only five states, including Georgia, do not have a hate crimes law.",1
The Health Care Compact bill would end Medicares guaranteed benefit for Tennessees Medicare recipients and shift management of the federal health care plan to the states TennCare program.,0
Barack Obama is only the second Democrat in the last 75 years to win Ohio twice with more than 50 percent of the vote.,1
ISIS is going to people showing videos of Donald Trump insulting Islam and Muslims in order to recruit more radical jihadists.,0
"The musical Mamma Mia! has ""been selling out for years.""",1
"Says Jeb Bush and Marco Rubio had it set so that the winner takes everything, because they wanted to make sure that I didnt get anything in the Florida primary.",0
There are 10 or 20 deaths a year from foodborne illness in the United States.,0
CNN accidentally aired 30 minutes of pornography in Boston on Thanksgiving night.,0
"Bill McCollum voted four times to raise his own pay, by a total of $51,000, and earns a congressional pension worth more than $75,000 a year.",1
Over 40 percent of children born in America are born out of wedlock.,1
"Says that in his first two years, Wisconsin has seen its best two-year job growth in a decade.",0
Georgia is the second-fastest growing state for international tourists.,1
"Guess what, governor? Theres no fried butter in Newark. Just 13 percent unemployment.",1
Says Republican-approved changes to make it more difficult to participate in Ohio elections include reducing in-person early voting from 35 days to six.,1
High-speed rail would have cost Florida taxpayers $1 billion to build.,0
"Obama, instead of nominating a health professional, he nominated someone who is an anti-gun activist (for surgeon general).",0
"Says Cape May, Cumberland, Salem and part of Atlantic counties are all south of the Mason-Dixon line.",0
Says Ohios Issue 2 will create a redistricting commission that will have a blank check to spend our money.,0
"On support for Trade Promotion Authority, calledfast-track",0
Says David Jolly lobbied for government-run health care just last year.,0
"In June 2012 we actually had more people go on Social Security Disability [85,000] ... than the 80,000 jobs that were created.",1
"Because of Obamacare, you have so many part-time jobs.",0
"The Confederate battle flag at the South Carolina statehouse must fly at a height of 30 feet. Any changes -- taken down, or even at half-staff, if that can be done -- must be passed by a supermajority of the General Assembly.",1
